,Zeit,Weseler Straße (gesamt),Weseler Straße FR stadteinwärts,Weseler Straße FR stadtauswärts,Wetter,Temperatur (°C),Luftfeuchtigkeit (%),Gefühlte Temperatur (°C),Regen (mm),Wind (km/h)
,6. Aug. 2018 00:00,47,14,33,Leicht bewölkt,18,76,18,0,10
,6. Aug. 2018 01:00,9,3,6,Leicht bewölkt,17,78,17,0,9
,6. Aug. 2018 02:00,8,2,6,Sonnig,16,80,16,0,9
,6. Aug. 2018 03:00,3,2,1,Sonnig,16,82,15,0,8
,6. Aug. 2018 04:00,6,3,3,Sonnig,16,80,16,0,9
,6. Aug. 2018 05:00,25,9,16,Leicht bewölkt,16,78,16,0,9
,6. Aug. 2018 06:00,108,44,64,Leicht bewölkt,17,75,17,0,9
,6. Aug. 2018 07:00,251,124,127,Leicht bewölkt,19,69,19,0,10
,6. Aug. 2018 08:00,256,150,106,Leicht bewölkt,20,62,20,0,10
,6. Aug. 2018 09:00,171,117,54,Leicht bewölkt,22,56,23,0,10
,6. Aug. 2018 10:00,157,109,48,Leicht bewölkt,24,50,24,0,10
,6. Aug. 2018 11:00,152,98,54,Leicht bewölkt,26,45,26,0,9
,6. Aug. 2018 12:00,174,119,55,Leicht bewölkt,27,40,27,0,9
,6. Aug. 2018 13:00,169,99,70,Leicht bewölkt,28,37,28,0,8
,6. Aug. 2018 14:00,185,113,72,Leicht bewölkt,29,35,29,0,7
,6. Aug. 2018 15:00,246,147,99,Leicht bewölkt,30,33,30,0,6
,6. Aug. 2018 16:00,282,181,101,Leicht bewölkt,30,35,30,0,6
,6. Aug. 2018 17:00,324,211,113,Leicht bewölkt,30,37,29,0,6
,6. Aug. 2018 18:00,239,147,92,Leicht bewölkt,29,40,29,0,5
,6. Aug. 2018 19:00,201,119,82,Leicht bewölkt,28,44,29,0,7
,6. Aug. 2018 20:00,136,72,64,Leicht bewölkt,27,48,28,0,8
,6. Aug. 2018 21:00,95,52,43,Leicht bewölkt,26,52,28,0,10
,6. Aug. 2018 22:00,84,35,49,Leicht bewölkt,24,53,26,0,10
,6. Aug. 2018 23:00,38,18,20,Leicht bewölkt,23,54,25,0,11
,7. Aug. 2018 00:00,29,12,17,Leicht bewölkt,22,55,22,0,12
,7. Aug. 2018 01:00,13,5,8,Leicht bewölkt,21,57,21,0,11
,7. Aug. 2018 02:00,18,4,14,Leicht bewölkt,21,59,21,0,10
,7. Aug. 2018 03:00,11,4,7,Leicht bewölkt,20,61,20,0,9
,7. Aug. 2018 04:00,11,4,7,Leicht bewölkt,21,61,21,0,8
,7. Aug. 2018 05:00,31,12,19,Leicht bewölkt,22,62,22,0,7
,7. Aug. 2018 06:00,122,61,61,Leicht bewölkt,22,63,23,0,6
,7. Aug. 2018 07:00,246,123,123,Leicht bewölkt,24,59,25,0,6
,7. Aug. 2018 08:00,254,162,92,Leicht bewölkt,26,55,27,0,6
,7. Aug. 2018 09:00,156,121,35,Leicht bewölkt,28,51,29,0,5
,7. Aug. 2018 10:00,159,108,51,Leicht bewölkt,29,46,30,0,7
,7. Aug. 2018 11:00,147,96,51,Leicht bewölkt,31,40,31,0,8
,7. Aug. 2018 12:00,186,94,92,Leicht bewölkt,32,35,32,0,9
,7. Aug. 2018 13:00,164,100,64,Leicht bewölkt,33,33,33,0,11
,7. Aug. 2018 14:00,178,112,66,Leicht bewölkt,33,31,33,0,12
,7. Aug. 2018 15:00,202,129,73,Leicht bewölkt,34,29,34,0,13
,7. Aug. 2018 16:00,265,169,96,Leicht bewölkt,33,31,33,0,12
,7. Aug. 2018 17:00,257,175,82,Leicht bewölkt,33,34,33,0,12
,7. Aug. 2018 18:00,232,146,86,Leicht bewölkt,32,36,32,0,11
,7. Aug. 2018 19:00,180,84,96,Leicht bewölkt,31,37,31,0,11
,7. Aug. 2018 20:00,116,64,52,Leicht bewölkt,30,39,31,0,11
,7. Aug. 2018 21:00,113,61,52,Leicht bewölkt,29,41,30,0,10
,7. Aug. 2018 22:00,91,41,50,Leicht bewölkt,28,44,29,0,11
,7. Aug. 2018 23:00,46,21,25,Leicht bewölkt,27,47,28,0,12
,8. Aug. 2018 00:00,29,10,19,Leicht bewölkt,26,50,27,0,12
,8. Aug. 2018 01:00,17,7,10,Leicht bewölkt,25,57,27,0,12
,8. Aug. 2018 02:00,19,1,18,Leicht bewölkt,25,63,26,0,12
,8. Aug. 2018 03:00,7,4,3,Leicht bewölkt,24,70,26,0,12
,8. Aug. 2018 04:00,6,4,2,Leicht bewölkt,25,70,26,0,12
,8. Aug. 2018 05:00,32,16,16,Leicht bewölkt,25,70,27,0,13
,8. Aug. 2018 06:00,103,50,53,Leicht bewölkt,25,70,27,0,14
,8. Aug. 2018 07:00,182,91,91,Leicht bewölkt,25,69,27,0,17
,8. Aug. 2018 08:00,181,116,65,Stellenweise Gewitter und Niederschläge,26,68,27,0,19
,8. Aug. 2018 09:00,164,121,43,Stellenweise Gewitter und Niederschläge,26,67,27,0,22
,8. Aug. 2018 10:00,155,119,36,Stellenweise Gewitter und Niederschläge,26,64,27,0,24
,8. Aug. 2018 11:00,164,109,55,Bedeckt,26,62,28,0,26
,8. Aug. 2018 12:00,176,100,76,Bedeckt,26,59,28,0,28
,8. Aug. 2018 13:00,137,82,55,Bedeckt,26,57,27,0,27
,8. Aug. 2018 14:00,161,106,55,Bedeckt,26,55,27,0,26
,8. Aug. 2018 15:00,208,128,80,Bedeckt,26,53,27,0,24
,8. Aug. 2018 16:00,257,168,89,Bedeckt,26,54,27,0,21
,8. Aug. 2018 17:00,249,170,79,Bewölkt,25,55,26,0,18
,8. Aug. 2018 18:00,234,146,88,Bewölkt,24,56,26,0,15
,8. Aug. 2018 19:00,215,118,97,Bewölkt,23,60,24,0,14
,8. Aug. 2018 20:00,140,87,53,Leicht bewölkt,22,64,22,0,12
,8. Aug. 2018 21:00,119,67,52,Leicht bewölkt,21,68,21,0,10
,8. Aug. 2018 22:00,101,52,49,Leicht bewölkt,20,71,20,0,9
,8. Aug. 2018 23:00,65,25,40,Sonnig,19,75,19,0,8
,9. Aug. 2018 00:00,30,8,22,Sonnig,18,79,18,0,6
,9. Aug. 2018 01:00,19,5,14,Sonnig,17,80,17,0,6
,9. Aug. 2018 02:00,15,2,13,Leicht bewölkt,17,82,17,0,5
,9. Aug. 2018 03:00,11,3,8,Leicht bewölkt,17,83,17,0,5
,9. Aug. 2018 04:00,6,3,3,Leicht bewölkt,17,82,17,0,5
,9. Aug. 2018 05:00,24,9,15,Leicht bewölkt,18,80,18,0,6
,9. Aug. 2018 06:00,95,34,61,Leicht bewölkt,18,78,18,0,7
,9. Aug. 2018 07:00,187,100,87,Leicht bewölkt,20,74,20,0,9
,9. Aug. 2018 08:00,216,125,91,Bewölkt,22,70,22,0,11
,9. Aug. 2018 09:00,140,101,39,Bewölkt,23,65,24,0,13
,9. Aug. 2018 10:00,110,80,30,Bewölkt,25,60,26,0,15
,9. Aug. 2018 11:00,138,88,50,Stellenweiser Regenfall,27,55,28,0,18
,9. Aug. 2018 12:00,151,96,55,Stellenweiser Regenfall,28,51,29,0,21
,9. Aug. 2018 13:00,139,86,53,Stellenweiser Regenfall,28,53,29,0,21
,9. Aug. 2018 14:00,170,109,61,Stellenweiser Regenfall,27,56,28,0,21
,9. Aug. 2018 15:00,212,136,76,Stellenweiser Regenfall,27,59,28,0,21
,9. Aug. 2018 16:00,162,111,51,Stellenweiser Regenfall,26,60,27,0,22
,9. Aug. 2018 17:00,168,117,51,Nieselregen,25,61,27,0,22
,9. Aug. 2018 18:00,183,116,67,Nieselregen,25,62,26,0,23
,9. Aug. 2018 19:00,169,100,69,Nieselregen,24,64,26,0,25
,9. Aug. 2018 20:00,110,67,43,Stellenweiser Nieselregen,23,65,25,0,26
,9. Aug. 2018 21:00,87,44,43,Stellenweiser Nieselregen,23,67,25,0,28
,9. Aug. 2018 22:00,58,18,40,Stellenweiser Nieselregen,21,67,21,0,29
,9. Aug. 2018 23:00,30,7,23,Bedeckt,20,68,20,0,30
,10. Aug. 2018 00:00,20,7,13,Bedeckt,19,68,19,0,31
,10. Aug. 2018 01:00,13,3,10,Bedeckt,18,69,18,0,31
,10. Aug. 2018 02:00,6,1,5,Leicht bewölkt,17,70,17,0,30
,10. Aug. 2018 03:00,5,2,3,Leicht bewölkt,16,71,16,0,30
,10. Aug. 2018 04:00,3,1,2,Leicht bewölkt,16,72,16,0,28
,10. Aug. 2018 05:00,31,12,19,Leichter Regenschauer,16,73,16,0,27
,10. Aug. 2018 06:00,95,47,48,Leichter Regenschauer,16,74,16,0,25
,10. Aug. 2018 07:00,178,89,89,Leichter Regenschauer,16,70,16,0,24
,10. Aug. 2018 08:00,204,137,67,Stellenweiser Regenfall,17,65,17,0,23
,10. Aug. 2018 09:00,157,113,44,Stellenweiser Regenfall,18,61,18,0,23
,10. Aug. 2018 10:00,161,105,56,Stellenweiser Regenfall,19,56,19,0,23
,10. Aug. 2018 11:00,129,78,51,Leicht bewölkt,20,50,20,0,23
,10. Aug. 2018 12:00,156,102,54,Leicht bewölkt,21,45,21,0,23
,10. Aug. 2018 13:00,239,162,77,Leicht bewölkt,22,43,22,0,23
,10. Aug. 2018 14:00,226,141,85,Leicht bewölkt,22,40,24,0,22
,10. Aug. 2018 15:00,218,145,73,Leicht bewölkt,23,37,24,0,22
,10. Aug. 2018 16:00,234,141,93,Leicht bewölkt,22,38,23,0,20
,10. Aug. 2018 17:00,224,140,84,Leicht bewölkt,22,39,22,0,17
,10. Aug. 2018 18:00,184,112,72,Leicht bewölkt,21,41,21,0,15
,10. Aug. 2018 19:00,204,109,95,Leicht bewölkt,20,42,20,0,14
,10. Aug. 2018 20:00,151,97,54,Leicht bewölkt,19,44,19,0,13
,10. Aug. 2018 21:00,85,43,42,Leicht bewölkt,18,45,18,0,12
,10. Aug. 2018 22:00,107,44,63,Leicht bewölkt,17,47,17,0,13
,10. Aug. 2018 23:00,74,33,41,Leicht bewölkt,17,48,17,0,14
,11. Aug. 2018 00:00,62,27,35,Leicht bewölkt,16,50,16,0,15
,11. Aug. 2018 01:00,32,11,21,Leicht bewölkt,16,56,16,0,15
,11. Aug. 2018 02:00,32,10,22,Leicht bewölkt,16,62,15,0,15
,11. Aug. 2018 03:00,10,2,8,Leicht bewölkt,15,67,15,0,15
,11. Aug. 2018 04:00,16,12,4,Leicht bewölkt,15,71,14,0,16
,11. Aug. 2018 05:00,24,9,15,Stellenweiser Nieselregen,15,74,14,0,16
,11. Aug. 2018 06:00,17,9,8,Stellenweiser Nieselregen,15,77,14,0,17
,11. Aug. 2018 07:00,31,21,10,Stellenweiser Nieselregen,16,72,15,0,19
,11. Aug. 2018 08:00,55,37,18,Leicht bewölkt,16,66,16,0,20
,11. Aug. 2018 09:00,122,92,30,Leicht bewölkt,17,61,17,0,22
,11. Aug. 2018 10:00,144,101,43,Leicht bewölkt,18,56,18,0,23
,11. Aug. 2018 11:00,179,127,52,Stellenweiser Regenfall,19,51,19,0,24
,11. Aug. 2018 12:00,156,111,45,Stellenweiser Regenfall,20,46,20,0,24
,11. Aug. 2018 13:00,194,122,72,Stellenweiser Regenfall,21,45,21,0,24
,11. Aug. 2018 14:00,154,92,62,Leicht bewölkt,21,44,21,0,23
,11. Aug. 2018 15:00,160,89,71,Leicht bewölkt,21,42,21,0,23
,11. Aug. 2018 16:00,134,88,46,Leicht bewölkt,21,45,21,0,20
,11. Aug. 2018 17:00,168,82,86,Bewölkt,20,47,20,0,18
,11. Aug. 2018 18:00,178,103,75,Bewölkt,20,49,20,0,15
,11. Aug. 2018 19:00,133,75,58,Bewölkt,19,54,19,0,13
,11. Aug. 2018 20:00,142,73,69,Leicht bewölkt,17,58,17,0,11
,11. Aug. 2018 21:00,80,39,41,Leicht bewölkt,16,63,16,0,9
,11. Aug. 2018 22:00,71,24,47,Leicht bewölkt,15,67,15,0,7
,11. Aug. 2018 23:00,74,34,40,Leicht bewölkt,14,71,14,0,6
,12. Aug. 2018 00:00,53,27,26,Leicht bewölkt,13,74,14,0,5
,12. Aug. 2018 01:00,26,12,14,Leicht bewölkt,13,73,13,0,6
,12. Aug. 2018 02:00,26,13,13,Leicht bewölkt,13,72,13,0,7
,12. Aug. 2018 03:00,21,5,16,Leicht bewölkt,13,70,12,0,8
,12. Aug. 2018 04:00,20,6,14,Leicht bewölkt,13,68,13,0,9
,12. Aug. 2018 05:00,8,2,6,Leicht bewölkt,14,65,14,0,10
,12. Aug. 2018 06:00,12,7,5,Leicht bewölkt,14,63,14,0,11
,12. Aug. 2018 07:00,9,5,4,Leicht bewölkt,16,58,16,0,12
,12. Aug. 2018 08:00,18,12,6,Leicht bewölkt,18,54,18,0,12
,12. Aug. 2018 09:00,71,57,14,Leicht bewölkt,20,49,20,0,13
,12. Aug. 2018 10:00,109,77,32,Leicht bewölkt,21,46,21,0,14
,12. Aug. 2018 11:00,103,64,39,Leicht bewölkt,23,43,24,0,14
,12. Aug. 2018 12:00,76,44,32,Leicht bewölkt,24,40,25,0,14
,12. Aug. 2018 13:00,93,46,47,Leicht bewölkt,25,39,25,0,13
,12. Aug. 2018 14:00,112,55,57,Leicht bewölkt,25,38,26,0,13
,12. Aug. 2018 15:00,99,65,34,Leicht bewölkt,26,37,26,0,12
,12. Aug. 2018 16:00,103,58,45,Leicht bewölkt,26,38,26,0,11
,12. Aug. 2018 17:00,133,77,56,Leicht bewölkt,25,40,26,0,10
,12. Aug. 2018 18:00,126,71,55,Leicht bewölkt,25,42,25,0,9
,12. Aug. 2018 19:00,104,52,52,Leicht bewölkt,23,43,24,0,9
,12. Aug. 2018 20:00,92,45,47,Leicht bewölkt,22,45,23,0,10
,12. Aug. 2018 21:00,54,28,26,Leicht bewölkt,21,46,21,0,11
,12. Aug. 2018 22:00,51,20,31,Leicht bewölkt,20,48,20,0,11
,12. Aug. 2018 23:00,32,10,22,Leicht bewölkt,20,49,20,0,12
,13. Aug. 2018 00:00,29,13,16,Leicht bewölkt,19,50,19,0,12
,13. Aug. 2018 01:00,6,2,4,Leicht bewölkt,19,51,19,0,11
,13. Aug. 2018 02:00,8,4,4,Leicht bewölkt,18,53,18,0,10
,13. Aug. 2018 03:00,0,0,0,Leicht bewölkt,18,54,18,0,9
,13. Aug. 2018 04:00,6,4,2,Leicht bewölkt,18,55,18,0,9
,13. Aug. 2018 05:00,29,10,19,Leicht bewölkt,19,55,19,0,9
,13. Aug. 2018 06:00,92,38,54,Leicht bewölkt,19,56,19,0,9
,13. Aug. 2018 07:00,200,103,97,Leicht bewölkt,20,56,20,0,10
,13. Aug. 2018 08:00,203,111,92,Bewölkt,21,57,21,0,11
,13. Aug. 2018 09:00,123,99,24,Bewölkt,22,57,22,0,12
,13. Aug. 2018 10:00,136,101,35,Bewölkt,23,58,24,0,15
,13. Aug. 2018 11:00,123,82,41,Stellenweiser Regenfall,23,58,25,1,17
,13. Aug. 2018 12:00,137,80,57,Stellenweiser Regenfall,24,59,26,1,19
,13. Aug. 2018 13:00,149,93,56,Stellenweiser Regenfall,24,60,26,1,21
,13. Aug. 2018 14:00,151,102,49,Mäßiger bis starker Regenschauer,24,61,26,1,23
,13. Aug. 2018 15:00,202,142,60,Mäßiger bis starker Regenschauer,24,62,25,1,24
,13. Aug. 2018 16:00,207,133,74,Mäßiger bis starker Regenschauer,23,66,24,2,23
,13. Aug. 2018 17:00,198,142,56,Mäßiger bis starker Regenschauer,22,69,23,2,21
,13. Aug. 2018 18:00,168,109,59,Mäßiger bis starker Regenschauer,21,72,21,2,19
,13. Aug. 2018 19:00,127,80,47,Mäßiger bis starker Regenschauer,20,76,20,2,18
,13. Aug. 2018 20:00,117,58,59,Sintflutartiger Regenfall,19,79,19,1,16
,13. Aug. 2018 21:00,65,42,23,Sintflutartiger Regenfall,18,82,18,1,15
,13. Aug. 2018 22:00,65,33,32,Sintflutartiger Regenfall,18,84,18,1,15
,13. Aug. 2018 23:00,33,17,16,Stellenweiser Regenfall,17,86,17,0,14
,14. Aug. 2018 00:00,17,8,9,Stellenweiser Regenfall,17,88,17,0,14
,14. Aug. 2018 01:00,11,5,6,Stellenweiser Regenfall,16,90,16,0,14
,14. Aug. 2018 02:00,9,3,6,Leichter Regenschauer,16,91,16,0,14
,14. Aug. 2018 03:00,7,3,4,Leichter Regenschauer,16,93,16,0,14
,14. Aug. 2018 04:00,8,6,2,Leichter Regenschauer,16,92,16,0,15
,14. Aug. 2018 05:00,34,12,22,Leichter Regenschauer,16,92,16,0,17
,14. Aug. 2018 06:00,76,33,43,Leichter Regenschauer,16,92,16,0,18
,14. Aug. 2018 07:00,151,82,69,Leichter Regenschauer,17,89,17,0,20
