Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Faridabad,Traffic Control,Uncontrolled,Minor Injury,39.0
Faridabad,Traffic Control,Uncontrolled,Persons Killed,28.0
Faridabad,Traffic Control,Uncontrolled,Total Injured,43.0
Faridabad,Traffic Control,Uncontrolled,Total number of Accidents,52.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,16.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,11.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total Injured,16.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,33.0
Ghaziabad,Traffic Control,Others,Greviously Injured,170.0
Ghaziabad,Traffic Control,Others,Minor Injury,66.0
Ghaziabad,Traffic Control,Others,Persons Killed,194.0
Ghaziabad,Traffic Control,Others,Total Injured,236.0
Ghaziabad,Traffic Control,Others,Total number of Accidents,336.0
Ghaziabad,Traffic Control,Police Controlled,Greviously Injured,0.0
Ghaziabad,Traffic Control,Police Controlled,Minor Injury,2.0
Ghaziabad,Traffic Control,Police Controlled,Persons Killed,0.0
Ghaziabad,Traffic Control,Police Controlled,Total Injured,2.0
Ghaziabad,Traffic Control,Police Controlled,Total number of Accidents,2.0
Ghaziabad,Traffic Control,Stop Sign,Greviously Injured,4.0
Ghaziabad,Traffic Control,Stop Sign,Minor Injury,12.0
Ghaziabad,Traffic Control,Stop Sign,Persons Killed,10.0
Ghaziabad,Traffic Control,Stop Sign,Total Injured,16.0
Ghaziabad,Traffic Control,Stop Sign,Total number of Accidents,28.0
Ghaziabad,Traffic Control,Traffic Light Signal,Greviously Injured,10.0
Ghaziabad,Traffic Control,Traffic Light Signal,Minor Injury,16.0
Ghaziabad,Traffic Control,Traffic Light Signal,Persons Killed,8.0
Ghaziabad,Traffic Control,Traffic Light Signal,Total Injured,26.0
Ghaziabad,Traffic Control,Traffic Light Signal,Total number of Accidents,33.0
Ghaziabad,Traffic Control,Uncontrolled,Greviously Injured,97.0
Ghaziabad,Traffic Control,Uncontrolled,Minor Injury,72.0
Ghaziabad,Traffic Control,Uncontrolled,Persons Killed,103.0
Ghaziabad,Traffic Control,Uncontrolled,Total Injured,169.0
Ghaziabad,Traffic Control,Uncontrolled,Total number of Accidents,276.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
Gwalior,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
Gwalior,Traffic Control,Others,Greviously Injured,46.0
Gwalior,Traffic Control,Others,Minor Injury,696.0
Gwalior,Traffic Control,Others,Persons Killed,194.0
Gwalior,Traffic Control,Others,Total Injured,742.0
Gwalior,Traffic Control,Others,Total number of Accidents,1015.0
Gwalior,Traffic Control,Police Controlled,Greviously Injured,0.0
Gwalior,Traffic Control,Police Controlled,Minor Injury,0.0
Gwalior,Traffic Control,Police Controlled,Persons Killed,0.0
Gwalior,Traffic Control,Police Controlled,Total Injured,0.0
Gwalior,Traffic Control,Police Controlled,Total number of Accidents,0.0
Gwalior,Traffic Control,Stop Sign,Greviously Injured,0.0
Gwalior,Traffic Control,Stop Sign,Minor Injury,0.0
Gwalior,Traffic Control,Stop Sign,Persons Killed,0.0
Gwalior,Traffic Control,Stop Sign,Total Injured,0.0
Gwalior,Traffic Control,Stop Sign,Total number of Accidents,0.0
Gwalior,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
Gwalior,Traffic Control,Traffic Light Signal,Minor Injury,0.0
Gwalior,Traffic Control,Traffic Light Signal,Persons Killed,0.0
Gwalior,Traffic Control,Traffic Light Signal,Total Injured,0.0
Gwalior,Traffic Control,Traffic Light Signal,Total number of Accidents,0.0
Gwalior,Traffic Control,Uncontrolled,Greviously Injured,49.0
Gwalior,Traffic Control,Uncontrolled,Minor Injury,538.0
Gwalior,Traffic Control,Uncontrolled,Persons Killed,122.0
Gwalior,Traffic Control,Uncontrolled,Total Injured,587.0
Gwalior,Traffic Control,Uncontrolled,Total number of Accidents,784.0
Hyderabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Hyderabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,73.0
Hyderabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,10.0
Hyderabad,Traffic Control,Flashing Signal/Blinker,Total Injured,73.0
Hyderabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,83.0
Hyderabad,Traffic Control,Others,Greviously Injured,0.0
Hyderabad,Traffic Control,Others,Minor Injury,0.0
Hyderabad,Traffic Control,Others,Persons Killed,0.0
Hyderabad,Traffic Control,Others,Total Injured,0.0
Hyderabad,Traffic Control,Others,Total number of Accidents,0.0
Hyderabad,Traffic Control,Police Controlled,Greviously Injured,5.0
Hyderabad,Traffic Control,Police Controlled,Minor Injury,53.0
Hyderabad,Traffic Control,Police Controlled,Persons Killed,3.0
Hyderabad,Traffic Control,Police Controlled,Total Injured,58.0
Hyderabad,Traffic Control,Police Controlled,Total number of Accidents,56.0
Hyderabad,Traffic Control,Stop Sign,Greviously Injured,3.0
Hyderabad,Traffic Control,Stop Sign,Minor Injury,17.0
Hyderabad,Traffic Control,Stop Sign,Persons Killed,1.0
Hyderabad,Traffic Control,Stop Sign,Total Injured,20.0
Hyderabad,Traffic Control,Stop Sign,Total number of Accidents,20.0
Hyderabad,Traffic Control,Traffic Light Signal,Greviously Injured,10.0
Hyderabad,Traffic Control,Traffic Light Signal,Minor Injury,167.0
Hyderabad,Traffic Control,Traffic Light Signal,Persons Killed,19.0
Hyderabad,Traffic Control,Traffic Light Signal,Total Injured,177.0
Hyderabad,Traffic Control,Traffic Light Signal,Total number of Accidents,195.0
Hyderabad,Traffic Control,Uncontrolled,Greviously Injured,79.0
Hyderabad,Traffic Control,Uncontrolled,Minor Injury,1485.0
Hyderabad,Traffic Control,Uncontrolled,Persons Killed,221.0
Hyderabad,Traffic Control,Uncontrolled,Total Injured,1564.0
Hyderabad,Traffic Control,Uncontrolled,Total number of Accidents,1710.0
Indore,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Indore,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
Indore,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
Indore,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
Indore,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
Indore,Traffic Control,Others,Greviously Injured,51.0
Indore,Traffic Control,Others,Minor Injury,1138.0
Indore,Traffic Control,Others,Persons Killed,292.0
Indore,Traffic Control,Others,Total Injured,1189.0
Indore,Traffic Control,Others,Total number of Accidents,1396.0
Indore,Traffic Control,Police Controlled,Greviously Injured,0.0
Indore,Traffic Control,Police Controlled,Minor Injury,0.0
Indore,Traffic Control,Police Controlled,Persons Killed,0.0
Indore,Traffic Control,Police Controlled,Total Injured,0.0
Indore,Traffic Control,Police Controlled,Total number of Accidents,0.0
Indore,Traffic Control,Stop Sign,Greviously Injured,0.0
Indore,Traffic Control,Stop Sign,Minor Injury,0.0
Indore,Traffic Control,Stop Sign,Persons Killed,0.0
Indore,Traffic Control,Stop Sign,Total Injured,0.0
Indore,Traffic Control,Stop Sign,Total number of Accidents,0.0
Indore,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
Indore,Traffic Control,Traffic Light Signal,Minor Injury,2.0
Indore,Traffic Control,Traffic Light Signal,Persons Killed,0.0
Indore,Traffic Control,Traffic Light Signal,Total Injured,2.0
Indore,Traffic Control,Traffic Light Signal,Total number of Accidents,2.0
Indore,Traffic Control,Uncontrolled,Greviously Injured,171.0
Indore,Traffic Control,Uncontrolled,Minor Injury,1286.0
Indore,Traffic Control,Uncontrolled,Persons Killed,167.0
Indore,Traffic Control,Uncontrolled,Total Injured,1457.0
Indore,Traffic Control,Uncontrolled,Total number of Accidents,1638.0
Jabalpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Jabalpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
Jabalpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
Jabalpur,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
Jabalpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
Jabalpur,Traffic Control,Others,Greviously Injured,243.0
Jabalpur,Traffic Control,Others,Minor Injury,1254.0
Jabalpur,Traffic Control,Others,Persons Killed,205.0
Jabalpur,Traffic Control,Others,Total Injured,1497.0
Jabalpur,Traffic Control,Others,Total number of Accidents,1548.0
Jabalpur,Traffic Control,Police Controlled,Greviously Injured,0.0
Jabalpur,Traffic Control,Police Controlled,Minor Injury,0.0
Jabalpur,Traffic Control,Police Controlled,Persons Killed,0.0
Jabalpur,Traffic Control,Police Controlled,Total Injured,0.0
Jabalpur,Traffic Control,Police Controlled,Total number of Accidents,0.0
Jabalpur,Traffic Control,Stop Sign,Greviously Injured,0.0
Jabalpur,Traffic Control,Stop Sign,Minor Injury,0.0
Jabalpur,Traffic Control,Stop Sign,Persons Killed,0.0
Jabalpur,Traffic Control,Stop Sign,Total Injured,0.0
Jabalpur,Traffic Control,Stop Sign,Total number of Accidents,0.0
Jabalpur,Traffic Control,Traffic Light Signal,Greviously Injured,0.0
Jabalpur,Traffic Control,Traffic Light Signal,Minor Injury,0.0
Jabalpur,Traffic Control,Traffic Light Signal,Persons Killed,0.0
Jabalpur,Traffic Control,Traffic Light Signal,Total Injured,0.0
Jabalpur,Traffic Control,Traffic Light Signal,Total number of Accidents,0.0
Jabalpur,Traffic Control,Uncontrolled,Greviously Injured,247.0
Jabalpur,Traffic Control,Uncontrolled,Minor Injury,1513.0
Jabalpur,Traffic Control,Uncontrolled,Persons Killed,217.0
Jabalpur,Traffic Control,Uncontrolled,Total Injured,1760.0
Jabalpur,Traffic Control,Uncontrolled,Total number of Accidents,1678.0
Jaipur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,1.0
Jaipur,Traffic Control,Flashing Signal/Blinker,Minor Injury,3.0
Jaipur,Traffic Control,Flashing Signal/Blinker,Persons Killed,4.0
Jaipur,Traffic Control,Flashing Signal/Blinker,Total Injured,4.0
Jaipur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,8.0
Jaipur,Traffic Control,Others,Greviously Injured,345.0
Jaipur,Traffic Control,Others,Minor Injury,829.0
Jaipur,Traffic Control,Others,Persons Killed,459.0
Jaipur,Traffic Control,Others,Total Injured,1174.0
Jaipur,Traffic Control,Others,Total number of Accidents,1449.0
Jaipur,Traffic Control,Police Controlled,Greviously Injured,4.0
Jaipur,Traffic Control,Police Controlled,Minor Injury,5.0
Jaipur,Traffic Control,Police Controlled,Persons Killed,0.0
Jaipur,Traffic Control,Police Controlled,Total Injured,9.0
Jaipur,Traffic Control,Police Controlled,Total number of Accidents,7.0
Jaipur,Traffic Control,Stop Sign,Greviously Injured,0.0
Jaipur,Traffic Control,Stop Sign,Minor Injury,0.0
Jaipur,Traffic Control,Stop Sign,Persons Killed,0.0
Jaipur,Traffic Control,Stop Sign,Total Injured,0.0
Jaipur,Traffic Control,Stop Sign,Total number of Accidents,0.0
Jaipur,Traffic Control,Traffic Light Signal,Greviously Injured,48.0
Jaipur,Traffic Control,Traffic Light Signal,Minor Injury,94.0
Jaipur,Traffic Control,Traffic Light Signal,Persons Killed,58.0
Jaipur,Traffic Control,Traffic Light Signal,Total Injured,142.0
Jaipur,Traffic Control,Traffic Light Signal,Total number of Accidents,185.0
Jaipur,Traffic Control,Uncontrolled,Greviously Injured,46.0
Jaipur,Traffic Control,Uncontrolled,Minor Injury,193.0
Jaipur,Traffic Control,Uncontrolled,Persons Killed,85.0
Jaipur,Traffic Control,Uncontrolled,Total Injured,239.0
Jaipur,Traffic Control,Uncontrolled,Total number of Accidents,291.0
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,11.0
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1.0
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,6.0
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total Injured,12.0
Jamshedpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,14.0
Jamshedpur,Traffic Control,Others,Greviously Injured,0.0
Jamshedpur,Traffic Control,Others,Minor Injury,0.0
Jamshedpur,Traffic Control,Others,Persons Killed,0.0
Jamshedpur,Traffic Control,Others,Total Injured,0.0
Jamshedpur,Traffic Control,Others,Total number of Accidents,0.0
Jamshedpur,Traffic Control,Police Controlled,Greviously Injured,9.0
Jamshedpur,Traffic Control,Police Controlled,Minor Injury,2.0
Jamshedpur,Traffic Control,Police Controlled,Persons Killed,6.0
Jamshedpur,Traffic Control,Police Controlled,Total Injured,11.0
Jamshedpur,Traffic Control,Police Controlled,Total number of Accidents,15.0
Jamshedpur,Traffic Control,Stop Sign,Greviously Injured,10.0
Jamshedpur,Traffic Control,Stop Sign,Minor Injury,2.0
Jamshedpur,Traffic Control,Stop Sign,Persons Killed,5.0
Jamshedpur,Traffic Control,Stop Sign,Total Injured,12.0
Jamshedpur,Traffic Control,Stop Sign,Total number of Accidents,16.0
Jamshedpur,Traffic Control,Traffic Light Signal,Greviously Injured,12.0
Jamshedpur,Traffic Control,Traffic Light Signal,Minor Injury,2.0
Jamshedpur,Traffic Control,Traffic Light Signal,Persons Killed,8.0
Jamshedpur,Traffic Control,Traffic Light Signal,Total Injured,14.0
Jamshedpur,Traffic Control,Traffic Light Signal,Total number of Accidents,17.0
Jamshedpur,Traffic Control,Uncontrolled,Greviously Injured,34.0
Jamshedpur,Traffic Control,Uncontrolled,Minor Injury,8.0
Jamshedpur,Traffic Control,Uncontrolled,Persons Killed,22.0
Jamshedpur,Traffic Control,Uncontrolled,Total Injured,42.0
Jamshedpur,Traffic Control,Uncontrolled,Total number of Accidents,57.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,1.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,3.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total Injured,1.0
Jodhpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,4.0
Jodhpur,Traffic Control,Others,Greviously Injured,27.0
Jodhpur,Traffic Control,Others,Minor Injury,120.0
Jodhpur,Traffic Control,Others,Persons Killed,104.0
Jodhpur,Traffic Control,Others,Total Injured,147.0
Jodhpur,Traffic Control,Others,Total number of Accidents,197.0
Jodhpur,Traffic Control,Police Controlled,Greviously Injured,0.0
Jodhpur,Traffic Control,Police Controlled,Minor Injury,9.0
Jodhpur,Traffic Control,Police Controlled,Persons Killed,6.0
Jodhpur,Traffic Control,Police Controlled,Total Injured,9.0
Jodhpur,Traffic Control,Police Controlled,Total number of Accidents,12.0
Jodhpur,Traffic Control,Stop Sign,Greviously Injured,0.0
Jodhpur,Traffic Control,Stop Sign,Minor Injury,0.0
Jodhpur,Traffic Control,Stop Sign,Persons Killed,0.0
Jodhpur,Traffic Control,Stop Sign,Total Injured,0.0
Jodhpur,Traffic Control,Stop Sign,Total number of Accidents,0.0
Jodhpur,Traffic Control,Traffic Light Signal,Greviously Injured,1.0
Jodhpur,Traffic Control,Traffic Light Signal,Minor Injury,6.0
Jodhpur,Traffic Control,Traffic Light Signal,Persons Killed,1.0
Jodhpur,Traffic Control,Traffic Light Signal,Total Injured,7.0
Jodhpur,Traffic Control,Traffic Light Signal,Total number of Accidents,7.0
Jodhpur,Traffic Control,Uncontrolled,Greviously Injured,5.0
Jodhpur,Traffic Control,Uncontrolled,Minor Injury,38.0
Jodhpur,Traffic Control,Uncontrolled,Persons Killed,28.0
Jodhpur,Traffic Control,Uncontrolled,Total Injured,43.0
Jodhpur,Traffic Control,Uncontrolled,Total number of Accidents,72.0
Kannur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,0.0
Kannur,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0
Kannur,Traffic Control,Flashing Signal/Blinker,Persons Killed,0.0
Kannur,Traffic Control,Flashing Signal/Blinker,Total Injured,0.0
Kannur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,0.0
Kannur,Traffic Control,Others,Greviously Injured,214.0
Kannur,Traffic Control,Others,Minor Injury,190.0
Kannur,Traffic Control,Others,Persons Killed,46.0
Kannur,Traffic Control,Others,Total Injured,404.0
Kannur,Traffic Control,Others,Total number of Accidents,362.0
Kannur,Traffic Control,Police Controlled,Greviously Injured,12.0
Kannur,Traffic Control,Police Controlled,Minor Injury,10.0
Kannur,Traffic Control,Police Controlled,Persons Killed,4.0
Kannur,Traffic Control,Police Controlled,Total Injured,22.0
Kannur,Traffic Control,Police Controlled,Total number of Accidents,27.0
Kannur,Traffic Control,Stop Sign,Greviously Injured,0.0
Kannur,Traffic Control,Stop Sign,Minor Injury,0.0
Kannur,Traffic Control,Stop Sign,Persons Killed,0.0
Kannur,Traffic Control,Stop Sign,Total Injured,0.0
Kannur,Traffic Control,Stop Sign,Total number of Accidents,0.0
Kannur,Traffic Control,Traffic Light Signal,Greviously Injured,3.0
Kannur,Traffic Control,Traffic Light Signal,Minor Injury,4.0
Kannur,Traffic Control,Traffic Light Signal,Persons Killed,0.0
Kannur,Traffic Control,Traffic Light Signal,Total Injured,7.0
Kannur,Traffic Control,Traffic Light Signal,Total number of Accidents,6.0
Kannur,Traffic Control,Uncontrolled,Greviously Injured,75.0
Kannur,Traffic Control,Uncontrolled,Minor Injury,65.0
Kannur,Traffic Control,Uncontrolled,Persons Killed,7.0
Kannur,Traffic Control,Uncontrolled,Total Injured,140.0
Kannur,Traffic Control,Uncontrolled,Total number of Accidents,109.0
Kanpur,Traffic Control,Flashing Signal/Blinker,Greviously Injured,34.0
Kanpur,Traffic Control,Flashing Signal/Blinker,Minor Injury,3.0
Kanpur,Traffic Control,Flashing Signal/Blinker,Persons Killed,24.0
Kanpur,Traffic Control,Flashing Signal/Blinker,Total Injured,37.0
Kanpur,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,56.0
Kanpur,Traffic Control,Others,Greviously Injured,584.0
Kanpur,Traffic Control,Others,Minor Injury,72.0
Kanpur,Traffic Control,Others,Persons Killed,479.0
Kanpur,Traffic Control,Others,Total Injured,656.0
